ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
104834,Sami Sakari Salo,M,35.0,190.0,93.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Mens Ice Hockey,Bronze
20408,Svetlana Vladimirovna Chepelnikova,F,18.0,165.0,55.0,Belarus,BLR,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating Womens 3000 metres,NoMedal
30023,Kenneth Benoit Ken Dreyfuss,M,28.0,164.0,50.0,United States,USA,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Mens Coxed Pairs,NoMedal
120558,Gran Lars Titus,M,21.0,188.0,73.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Mens 4 x 100 metres Freestyle Relay,NoMedal
45133,Francesca Jean Fran Halsall,F,18.0,172.0,64.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Womens 100 metres Butterfly,NoMedal
11166,Zvonko Antun Bezjak,M,25.0,184.0,95.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Athletics,Athletics Mens Hammer Throw,NoMedal
35199,Ernest William Fiene,M,37.0,175.0,70.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,Art Competitions Mixed Painting Unknown Event,NoMedal
79484,Sydney Albert Syd Middleton,M,28.0,188.0,70.0,Sydney Rowing Club,ANZ,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Mens Coxed Eights,NoMedal
52790,Eduard Georgiyevich Ivanov,M,25.0,176.0,83.0,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Mens Ice Hockey,Gold
5145,Regyna Armonas,F,20.0,176.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Womens Volleyball,NoMedal
108346,Natalie Michle Seiler Pedrocchi,F,15.0,160.0,48.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Womens Balance Beam,NoMedal
78044,Adham Medhat,M,33.0,183.0,85.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Mens Trap,NoMedal
58699,John Graham Kenion,M,24.0,175.0,70.0,Mouchette-2,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 12 metres,Silver
90468,Edmund Pader,M,24.0,175.0,70.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Mens 400 metres Freestyle,NoMedal
17517,John Selwin Calverley,M,44.0,175.0,70.0,Brynhild-2,GBR,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 20 Ton,Silver
40743,Kathy Lee Gleason Jachter,F,19.0,163.0,53.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Womens Balance Beam,NoMedal
119341,Amela Terzi,F,23.0,169.0,54.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens 1500 metres,NoMedal
114283,Jaroslav Stano,M,22.0,198.0,92.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Mens Volleyball,NoMedal
32744,Emilio Gustavo Bodjedi Envela Mahua,M,16.0,176.0,77.0,Equatorial Guinea,GEQ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Mens 100 metres,NoMedal
108918,Mara Luisa Servn Ortz,F,29.0,152.0,46.0,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Womens 10000 metres,NoMedal
7652,Issi Israel Baran,M,24.0,180.0,69.5,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Mens 4 x 100 metres Relay,NoMedal
104212,Szabolcs Sfr,M,21.0,189.0,84.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Football,Football Mens Football,NoMedal
7823,Ulla BardingPoulsen,F,40.0,175.0,70.0,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Fencing,Fencing Womens Foil Individual,NoMedal
56550,Zbigniew Tadeusz Kaczmarek,M,33.0,164.0,67.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Mens Lightweight,NoMedal
80114,Yevgeny Gavrilovich Minayev,M,23.0,156.0,60.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Mens Featherweight,Silver
132535,Yang ShinYeong,F,23.0,168.0,58.0,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Womens 1500 metres,NoMedal
133538,Yushan Nijiati,M,22.0,188.0,91.0,China,CHN,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Mens Heavyweight,NoMedal
34821,Gonzalo Fernndez de Crdoba y Larios,M,26.0,178.0,73.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed One Person Dinghy,NoMedal
124959,Gerard Pieter Hendrik van Velde,M,20.0,192.0,87.0,Netherlands,NED,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Mens 1000 metres,NoMedal
134745,Zheng Zhaokang,M,24.0,183.0,75.0,China,CHN,1988 Summer,1988,Summer,Seoul,Fencing,Fencing Mens Sabre Individual,NoMedal
111591,Ioannis Skarafingas,M,41.0,185.0,94.0,Greece,GRE,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed SmallBore Rifle Prone 50 metres,NoMedal
9829,David Sagitovich Belyavsky,M,20.0,165.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Mens Individual AllAround,NoMedal
7501,Bang SeungHun,M,16.0,175.0,70.0,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Mens 1500 metres Freestyle,NoMedal
31628,Rafael Egusquiza Basterra,M,25.0,187.0,78.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Hockey,Hockey Mens Hockey,Bronze
12221,Pavol Blaek,M,22.0,168.0,58.0,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Mens 20 kilometres Walk,NoMedal
94629,Sharon Tanya Pickering Smith,F,20.0,171.0,71.0,Fiji,FIJ,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Womens 200 metres Individual Medley,NoMedal
70938,Nina Romanivna Lobova Hetsko,F,18.0,179.0,73.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Handball,Handball Womens Handball,Gold
126831,Kalevi Viskari,M,24.0,178.0,65.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Mens Parallel Bars,NoMedal
121886,Matthias Triantafyllidis,M,24.0,175.0,70.0,Greece,GRE,1906 Summer,1906,Summer,Athina,Shooting,Shooting Mens Military Rifle Kneeling Or Standing 300 metres,NoMedal
104411,Esko Raimo Saira,M,33.0,176.0,68.0,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Mens 20 kilometres,NoMedal
11029,Guillermo Betancourt Scull,M,29.0,174.0,62.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Fencing,Fencing Mens Foil Team,Silver
92578,Lawrence William Lawrie Peckham,M,27.0,190.0,84.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Mens High Jump,NoMedal
40763,Brian Alan Glencross,M,27.0,175.0,79.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Mens Hockey,Silver
10366,Dmitry Yevgenyevich Berezkin,M,33.0,170.0,60.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mens Two Person Dinghy,NoMedal
14529,James H Jim Brady,M,29.0,185.0,86.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,Silver
133056,Itzhak Yonassi,M,21.0,176.0,78.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mens SmallBore Rifle Prone 50 metres,NoMedal
83767,Kaleka Mutoke,M,22.0,176.0,65.0,Congo (Kinshasa),COD,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Mens Marathon,NoMedal
21585,Joseph Jos Cillien,M,25.0,175.0,70.0,Luxembourg,LUX,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Mens Horse Vault,NoMedal
52259,Kyriakos Ioannou,M,24.0,196.0,74.0,Cyprus,CYP,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Mens High Jump,NoMedal
27115,Carlos del Coso Iglesias,M,27.0,165.0,64.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Hockey,Hockey Mens Hockey,Bronze
20202,Chen HsiuHsiung,M,36.0,169.0,70.0,Chinese Taipei,TPE,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed One Person Dinghy,NoMedal
46042,Sarah Hargreaves,F,23.0,185.0,84.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Handball,Handball Womens Handball,NoMedal
116319,Mona Coco Sulaiman,F,18.0,165.0,59.0,Philippines,PHI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Womens 100 metres,NoMedal
11420,Edvns Bietags,M,28.0,175.0,70.0,Latvia,LAT,1936 Summer,1936,Summer,Berlin,Wrestling,Wrestling Mens LightHeavyweight GrecoRoman,Silver
83335,Luis Muoz Cabrero,M,27.0,175.0,70.0,Spain,ESP,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Mens Four,NoMedal
101359,Josef Robertson,M,25.0,176.0,73.0,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Mens 400 metres Hurdles,NoMedal
12887,Jean Auguste Boiteux,M,19.0,186.0,83.0,France,FRA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Mens 4 x 200 metres Freestyle Relay,Bronze
113900,Jnos Spisk,M,22.0,175.0,75.0,Hungary,HUN,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Mens 4 x 75 kilometres Relay,NoMedal
59711,Lindsey Caroline KildowVonn,F,21.0,178.0,75.0,United States,USA,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Womens Combined,NoMedal
103965,Pekka Juhani Saarelainen,M,34.0,181.0,85.0,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Mens Curling,NoMedal
25734,Muriel Evelyn DavisGrossfeld,F,16.0,160.0,50.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Womens Balance Beam,NoMedal
18037,Roger Clifford Capey,M,23.0,173.0,68.0,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Mens Hockey,NoMedal
75763,Jos Luis Martnez Ocaa,M,20.0,162.0,52.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Mens Flyweight,NoMedal
120045,Gunnar Thoresen,M,30.0,175.0,70.0,Norway-2,NOR,1952 Winter,1952,Winter,Oslo,Bobsleigh,Bobsleigh Mens Four,NoMedal
74979,Diego Margozzini,M,23.0,182.0,76.0,Chile,CHI,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Mens Combined,NoMedal
119829,Neil Roderick Thomas,M,24.0,162.0,61.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Mens Individual AllAround,NoMedal
88443,Tomomi Okazaki Yasutake,F,30.0,164.0,57.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,Speed Skating Womens 500 metres,NoMedal
31869,Felix Ekpo,M,31.0,160.0,77.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Mens Middleweight,NoMedal
41828,Alina Goreac,F,19.0,157.0,48.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Womens Balance Beam,NoMedal
15617,Mitchell Patrick Browne,M,30.0,175.0,70.0,Antigua and Barbuda,ANT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Mens 4 x 400 metres Relay,NoMedal
74525,Madeline ManningJackson Mims,F,28.0,175.0,75.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Womens 800 metres,NoMedal
32471,Urby Vittorrio Diego Emanuelson,M,22.0,176.0,68.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Football,Football Mens Football,NoMedal
17126,Eunice Esther Caballero Lores,F,27.0,150.0,52.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Womens Air Rifle 10 metres,NoMedal
112769,Mehdi Sohrabi,M,22.0,170.0,69.0,Iran,IRI,2004 Summer,2004,Summer,Athina,Cycling,Cycling Mens Points Race,NoMedal
71202,CarlLudwig Hermann Luz Long,M,23.0,184.0,72.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Mens Long Jump,Silver
70072,Knut Andreas Lindberg,M,26.0,179.0,72.0,Sweden,SWE,1908 Summer,1908,Summer,London,Athletics,Athletics Mens 1600 metres Medley Relay,NoMedal
35317,Aleksey Vladimirovich Filipets,M,22.0,178.0,71.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Mens 4 x 200 metres Freestyle Relay,NoMedal
130079,Ashley Ann Whitney,F,16.0,170.0,56.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Womens 4 x 200 metres Freestyle Relay,Gold
77895,John Tsuyshi McNally,M,28.0,170.0,86.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mens RapidFire Pistol 25 metres,NoMedal
102191,Dagmar Rom Pays,F,23.0,175.0,70.0,Austria,AUT,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Womens Downhill,NoMedal
121891,Charles A Edward Tribble,M,22.0,180.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Wrestling,Wrestling Mens Welterweight Freestyle,NoMedal
38579,Hermenegildo Garca Marturell,M,23.0,175.0,70.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Fencing,Fencing Mens Foil Team,Silver
133869,Yelena Mikhaylovna Zamolodchikova,F,17.0,154.0,43.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Womens Individual AllAround,NoMedal
9611,Patrick Beljaards,M,26.0,190.0,93.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Baseball,Baseball Mens Baseball,NoMedal
68499,Marcel Leineweber,M,23.0,175.0,70.0,Luxembourg,LUX,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Mens Rings,NoMedal
135313,Gyula Zsivtzky,M,35.0,190.0,102.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Mens Hammer Throw,NoMedal
66399,Michael Lang,M,28.0,175.0,70.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Mens Individual AllAround Apparatus Work,NoMedal
32730,Milayda Enrquez Parrado,F,22.0,190.0,77.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Womens Basketball,NoMedal
76433,Michael Walter Mathieu,M,28.0,178.0,76.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Mens 4 x 400 metres Relay,Gold
48773,Akihisa Hirata,M,24.0,185.0,75.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Mens Coxed Eights,NoMedal
62440,Phat Kongrum,M,29.0,167.0,60.0,Thailand,THA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Mens Lightweight,NoMedal
98513,Ferenc Rkosi Rikker,M,25.0,175.0,70.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Handball,Handball Mens Handball,NoMedal
58326,Hannah Angela Kearney,F,19.0,168.0,69.0,United States,USA,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Womens Moguls,NoMedal
120086,Christopher Chris Thorpe,M,27.0,188.0,85.0,United States-1,USA,1998 Winter,1998,Winter,Nagano,Luge,Luge Mixed Mens Doubles,Silver
25867,Carlos de Anda Dominguez,M,24.0,175.0,70.0,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Mens 4 x 400 metres Relay,NoMedal
23243,Aldo Cosentino,M,20.0,162.0,54.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Mens Bantamweight,NoMedal
32400,Thomas Francis Elmitt,M,37.0,175.0,70.0,Canada,CAN,1908 Summer,1908,Summer,London,Shooting,Shooting Mens Free Rifle 1000 Yards,NoMedal
128051,JanOve Waldner,M,22.0,179.0,76.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Mens Singles,NoMedal
91314,Lus Manuel Ramos Paquete,M,20.0,162.0,56.0,Portugal,POR,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Mens Bantamweight,NoMedal
69467,Li Qiang,M,23.0,186.0,84.0,China,CHN,2012 Summer,2012,Summer,London,Canoeing,Canoeing Mens Canadian Doubles 1000 metres,NoMedal
61389,Marius Pieter Louis Klumperbeek,M,22.0,163.0,51.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Rowing,Rowing Mens Coxed Fours,NoMedal
69844,Tatyana Aleksandrovna Likhtarovich,F,20.0,180.0,67.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Womens Basketball,NoMedal
43356,Henryk Jerzy Gruth,M,26.0,182.0,90.0,Poland,POL,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Mens Ice Hockey,NoMedal
65921,Maxime Laheurte,M,28.0,173.0,59.0,France,FRA,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Mens Normal Hill  10 km Individual,NoMedal
17472,Pierre Calle,M,30.0,175.0,70.0,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Fencing,Fencing Mens Sabre Team,NoMedal
125201,Ioannis Varanakis,M,24.0,175.0,70.0,Greece,GRE,1906 Summer,1906,Summer,Athina,Weightlifting,Weightlifting Mens Unlimited Two Hands,NoMedal
46464,Marianne Haslum,F,32.0,182.0,67.0,Norway,NOR,2006 Winter,2006,Winter,Torino,Curling,Curling Womens Curling,NoMedal
33086,Peter Erzberger,M,38.0,175.0,70.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Keelboat,NoMedal
123053,Hiroko UchidaYokoyama,F,24.0,166.0,77.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Womens Discus Throw,NoMedal
64558,Dariusz Stanisaw Ku,M,26.0,178.0,64.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Mens 100 metres,NoMedal
124626,Theodora Elisabeth Gerarda Anky van Grunsven,F,32.0,172.0,56.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,Equestrianism Mixed Dressage Team,Silver
101133,Laura Rivera Rodrguez,F,17.0,155.0,47.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Womens Uneven Bars,NoMedal
16242,Beverly Jean Buhr,F,18.0,175.0,70.0,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,Speed Skating Womens 3000 metres,NoMedal
121289,Manuel Guillermo Torres Gonzlez,M,35.0,180.0,75.0,Colombia,COL,1992 Summer,1992,Summer,Barcelona,Equestrianism,Equestrianism Mixed Jumping Individual,NoMedal
67462,Lech asko,M,24.0,197.0,88.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Mens Volleyball,NoMedal
62547,Ulrich Kons,M,25.0,195.0,95.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Mens Coxed Eights,Gold
77749,Burt Plumb McKinnie,M,25.0,175.0,70.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Mens Individual,Bronze
1644,Mohamed Reza Akhlagh Pasand,M,25.0,160.0,55.0,Iran,IRI,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Mens Singles,NoMedal
31808,Sten Anders Ekberg,M,27.0,190.0,90.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Mens Decathlon,NoMedal
66305,Dominik Landertinger,M,22.0,188.0,75.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Mens 125 kilometres Pursuit,NoMedal
113048,Ren Sommerfeldt,M,31.0,175.0,68.0,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Mens 50 kilometres,NoMedal
85360,Mauro Nespoli,M,28.0,181.0,78.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Mens Individual,NoMedal
122513,Ioana Tudoran,F,27.0,175.0,74.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Womens Coxed Quadruple Sculls,Bronze
130196,Mirosaw Wickowski,M,19.0,175.0,76.0,Poland,POL,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mens Singles,NoMedal
21468,Vladimir Dorofeyevich Chuyan,M,24.0,179.0,74.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Shooting,Shooting Mens SmallBore Rifle Prone 50 metres,NoMedal
23873,Eric Bertram Crockford,M,31.0,175.0,70.0,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Hockey,Hockey Mens Hockey,Gold
44033,Lyudmila Guryeva,F,20.0,166.0,68.0,Kazakhstan,KAZ,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Womens 15 kilometres,NoMedal
59458,Yovcho Khristov,M,23.0,175.0,70.0,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Mens Individual AllAround,NoMedal
131647,Thierry Wouters,M,21.0,188.0,76.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Mens 100 metres Freestyle,NoMedal
53282,Willy Jaeckel,M,40.0,175.0,70.0,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,Art Competitions Mixed Painting Drawings And Water Colors,NoMedal
119839,Jean Justin Ren Thomas,M,34.0,175.0,70.0,France,FRA,1900 Summer,1900,Summer,Paris,Shooting,Shooting Mens Free Rifle Standing 300 metres,NoMedal
60800,Marion Kische Wellner,F,18.0,159.0,47.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Womens Individual AllAround,NoMedal
118143,Kurt Stefan Roger Tallroth,M,28.0,174.0,74.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Wrestling,Wrestling Mens Welterweight GrecoRoman,NoMedal
50531,Hsu ChiHung,M,21.0,174.0,68.0,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Mens Featherweight,NoMedal
9797,Fabiana Beltrame,F,22.0,172.0,59.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Womens Single Sculls,NoMedal
36544,Theodoros Foustanos,M,24.0,175.0,70.0,Greece,GRE,1924 Summer,1924,Summer,Paris,Fencing,Fencing Mens Foil Individual,NoMedal
84166,Jnos Nagy,M,27.0,170.0,76.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Wrestling,Wrestling Mens Welterweight Freestyle,NoMedal
105258,Javier Snchez Vicario,M,20.0,178.0,70.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Mens Singles,NoMedal
27352,Arrigo Delladio,M,23.0,175.0,70.0,Italy,ITA,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Mens 18 kilometres,NoMedal
46379,Ahmad Hasan,M,24.0,176.0,70.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Football,Football Mens Football,NoMedal
100633,Malle Danica Ricker,F,19.0,169.0,63.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Womens Halfpipe,NoMedal
118268,Tan Jiaxin,F,19.0,148.0,36.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Womens Team AllAround,Bronze
1435,Janne Petteri Ahonen,M,24.0,184.0,66.0,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,Ski Jumping Mens Large Hill Team,Silver
64690,Patrick Khl,M,20.0,190.0,82.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Mens 200 metres Individual Medley,Silver
122457,DaiYong Tu,F,28.0,160.0,48.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Womens Singles,NoMedal
124913,Pieter Franois van Senus,M,24.0,175.0,70.0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Mens Water Polo,NoMedal
115161,Mary Beth Pauline Stewart McIlwaine,F,18.0,154.0,44.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Womens 100 metres Freestyle,NoMedal
50142,Henry William Furse Bill Hoskyns,M,29.0,183.0,71.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Fencing,Fencing Mens Foil Individual,NoMedal
24784,Fedrick Dacres,M,22.0,191.0,104.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Mens Discus Throw,NoMedal
130953,Michel Windal,M,20.0,174.0,66.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Mens Hockey,NoMedal
31512,Diane Dolores EdwardsModahl,F,30.0,170.0,56.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Womens 800 metres,NoMedal
26684,Grson Andrade de Souza,M,25.0,176.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Mens 400 metres,NoMedal
52575,Jennifer J Fetter JJ Isler,F,36.0,174.0,61.0,United States,USA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Womens Two Person Dinghy,Silver
58904,Zekiye Keskin atr,F,28.0,165.0,57.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Archery,Archery Womens Individual,NoMedal
18823,Fernando Gomes Casimiro,M,21.0,175.0,70.0,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Mens 4 x 100 metres Relay,NoMedal
42822,John William Grieb,M,24.0,175.0,70.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Mens AllAround Championship,NoMedal
135512,Roland Zwahlen,M,24.0,186.0,73.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Mens 125 kilometres Pursuit,NoMedal
111455,Christian Sittler,M,22.0,178.0,64.0,Austria,AUT,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Mens LightWelterweight,NoMedal
71086,Ren Lohse,M,24.0,183.0,75.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,NoMedal
95975,Herbert Polzhuber,M,38.0,183.0,85.0,Austria,AUT,1976 Summer,1976,Summer,Montreal,Fencing,Fencing Mens epee Team,NoMedal
89045,Paul Sewe Omany,M,23.0,175.0,63.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Mens Hockey,NoMedal
119081,Ivan Telesmani,M,28.0,175.0,70.0,Yugoslavia,YUG,1948 Summer,1948,Summer,London,Rowing,Rowing Mens Coxed Eights,NoMedal
103105,William Rozier,M,24.0,175.0,70.0,France,FRA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Mens 200 metres Breaststroke,NoMedal
