ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
101361,Karen Robertson,F,14.0,162.0,50.0,Hong Kong,HKG,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Womens 400 metres Freestyle,NoMedal
45472,Han PilHwa,F,30.0,170.0,61.0,North Korea,PRK,1972 Winter,1972,Winter,Sapporo,Speed Skating,Speed Skating Womens 1000 metres,NoMedal
41952,Richard Kevan Gosper,M,22.0,188.0,77.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Mens 400 metres,NoMedal
61852,Osamu Kodama,M,27.0,164.0,63.0,Japan,JPN,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Mens Giant Slalom,NoMedal
13493,Birgir r Borgrsson,M,21.0,175.0,100.0,Iceland,ISL,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Mens Heavyweight I,NoMedal
765,JeanPaul Adam,M,15.0,175.0,70.0,Seychelles,SEY,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Mens 200 metres Freestyle,NoMedal
36559,Arthur George Fox,M,25.0,175.0,70.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Fencing,Fencing Mens Foil Individual,NoMedal
78776,Jenny Mensing,F,26.0,183.0,70.0,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Womens 4 x 100 metres Medley Relay,NoMedal
23984,Kvin Crovetto,M,24.0,183.0,81.0,Monaco,MON,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Parallel Bars,NoMedal
130212,Herbert Wiedermann,M,32.0,168.0,66.0,Austria,AUT,1960 Summer,1960,Summer,Roma,Canoeing,Canoeing Mens Kayak Singles 1000 metres,NoMedal
52853,Yavor Ivanov,M,19.0,170.0,57.0,Bulgaria,BUL,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,NoMedal
53240,Jean Lucien Nicolas Jacoby,M,37.0,175.0,70.0,Luxembourg,LUX,1928 Summer,1928,Summer,Amsterdam,Art Competitions,Art Competitions Mixed Painting Drawings And Water Colors,NoMedal
2045,Ibrahim Nasser AlMatrooshi,M,22.0,178.0,61.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Mens Decathlon,NoMedal
38607,Jos Garca,M,20.0,175.0,67.0,Venezuela,VEN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Mens Welterweight,NoMedal
48341,Harold Neil Hewitt,M,18.0,175.0,70.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Mens Coxed Eights,Bronze
55869,Alejandro Jord Candelas,M,40.0,182.0,77.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Equestrianism,Equestrianism Mixed Jumping Team,NoMedal
128242,Christopher Stephen Walls,M,20.0,178.0,75.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Diving,Diving Mens Springboard,NoMedal
135165,Kimberley Lyn Kim Zmeskal Burdette,F,16.0,139.0,36.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Womens Team AllAround,Bronze
128332,Oliver Walther,M,19.0,163.0,55.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Mens Team AllAround,NoMedal
97771,Qin Kai,M,22.0,170.0,65.0,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Mens Springboard,Bronze
72707,Yevgeny Lyungin,M,26.0,186.0,72.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Mens 50 kilometres Walk,NoMedal
24728,Paulo Csar da Silva,M,25.0,217.0,106.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Mens Basketball,NoMedal
112347,Amanda Jane Mandy Smith Barker,F,28.0,169.0,60.0,New Zealand,NZL,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Womens Hockey,NoMedal
98534,Mariya Ralcheva,F,22.0,171.0,68.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Canoeing,Canoeing Womens Kayak Fours 500 metres,NoMedal
87084,Mlonin Noumonvi,M,29.0,187.0,84.0,France,FRA,2012 Summer,2012,Summer,London,Wrestling,Wrestling Mens LightHeavyweight GrecoRoman,NoMedal
32022,Ruwida ElHubti,F,15.0,154.0,51.0,Libya,LBA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Womens 400 metres,NoMedal
10868,Marcello Bertinetti,M,23.0,181.0,72.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Fencing,Fencing Mens epee Individual,NoMedal
19807,Chantriaux,M,24.0,175.0,70.0,Societ Nautique de la Marne,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Mens Coxed Eights,NoMedal
70017,Panagiotis Linardakis,M,24.0,175.0,70.0,Greece,GRE,1952 Summer,1952,Summer,Helsinki,Shooting,Shooting Mens Trap,NoMedal
125633,Mark Hermanus Maria Veens,M,22.0,189.0,90.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Mens 4 x 100 metres Medley Relay,NoMedal
56752,Vladimir Kajzelj,M,18.0,175.0,70.0,Yugoslavia,YUG,1924 Winter,1924,Winter,Chamonix,Cross Country Skiing,Cross Country Skiing Mens 18 kilometres,NoMedal
106727,Feodora Hedwig Luise Victoria Alexandra Marie Schenk Grfin zu SolmsBaruth von Auersberg,F,32.0,176.0,62.0,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Womens High Jump,NoMedal
134653,Zhao Lihong,F,27.0,168.0,55.0,China,CHN,2000 Summer,2000,Summer,Sydney,Football,Football Womens Football,NoMedal
107021,Andreas Schmelz,M,23.0,196.0,91.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Mens Double Sculls,NoMedal
30131,Herbert John Herb Drury,M,24.0,170.0,75.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Mens Ice Hockey,Silver
43558,Steve Guerdat,M,30.0,182.0,70.0,Switzerland,SUI,2012 Summer,2012,Summer,London,Equestrianism,Equestrianism Mixed Jumping Individual,Gold
58749,Dean Matthew Kent,M,21.0,181.0,80.0,New Zealand,NZL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Mens 400 metres Individual Medley,NoMedal
12715,Antonella Bogarn,F,16.0,170.0,66.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Womens 10 kilometres Open Water,NoMedal
120887,Dejan Tomaevi,M,23.0,208.0,105.0,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Mens Basketball,Silver
30037,Anka Drini,F,28.0,175.0,70.0,Yugoslavia,YUG,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Womens Floor Exercise,NoMedal
111983,Yuliya Slobodian,F,15.0,175.0,48.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Womens Group,NoMedal
29802,Emin Doybak,M,24.0,175.0,70.0,Turkey,TUR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Mens 400 metres,NoMedal
79913,Lea Ann Miller,F,23.0,157.0,45.0,United States-3,USA,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,NoMedal
48461,Jouko Ilmari Hietalahti,M,31.0,181.0,78.0,Finland,FIN,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed SmallBore Rifle Prone 50 metres,NoMedal
93149,Jerneja Perc,F,25.0,168.0,65.0,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Womens 100 metres,NoMedal
118450,Gaby Tanguy,F,22.0,175.0,70.0,France,FRA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Womens 4 x 100 metres Freestyle Relay,NoMedal
41123,Grant Golding,M,23.0,164.0,54.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Mens Parallel Bars,NoMedal
107475,Willem Wim Schouten,M,50.0,175.0,70.0,Kemphaan,NED,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed 6 metres,NoMedal
47168,Oliver Nicola Hegi,M,23.0,169.0,63.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Mens Individual AllAround,NoMedal
5043,Cndida Estefany Arias Prez,F,20.0,194.0,68.0,Dominican Republic,DOM,2012 Summer,2012,Summer,London,Volleyball,Volleyball Womens Volleyball,NoMedal
81232,Ella Molnr,F,24.0,175.0,70.0,Hungary,HUN,1924 Summer,1924,Summer,Paris,Swimming,Swimming Womens 200 metres Breaststroke,NoMedal
26902,Jacques Decaux,M,42.0,185.0,78.0,France,FRA,1960 Summer,1960,Summer,Roma,Shooting,Shooting Mens RapidFire Pistol 25 metres,NoMedal
106982,Edsard Frederik Schlingemann,M,17.0,187.0,80.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Mens 4 x 100 metres Freestyle Relay,NoMedal
69676,Julius Lichtenfels,M,27.0,175.0,70.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Fencing,Fencing Mens Foil Individual,NoMedal
73181,John Leyshon Maddocks,M,26.0,188.0,111.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,NoMedal
45338,Alfred Hmmerle,M,44.0,175.0,70.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Shooting,Shooting Mens SmallBore Rifle Prone 50 metres,NoMedal
35585,Paul William Fisher,M,30.0,175.0,70.0,Bermuda,BER,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Keelboat,NoMedal
11298,Stanislav Bik,M,24.0,175.0,70.0,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Swimming,Swimming Mens 100 metres Freestyle,NoMedal
29966,Jrg Drehmel,M,27.0,187.0,83.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Mens Triple Jump,Silver
124300,Marinus Rinus van den Berge,M,28.0,171.0,65.0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Mens 4 x 400 metres Relay,NoMedal
98875,Amanda Rankin,F,27.0,172.0,68.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Canoeing,Canoeing Womens Kayak Fours 500 metres,NoMedal
106741,Siegfried Schenke,M,29.0,180.0,68.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Mens 4 x 100 metres Relay,NoMedal
84051,Hicham Nafil,M,29.0,180.0,64.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Mens LightWelterweight,NoMedal
126468,Guido Antar Vigna,M,35.0,190.0,86.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mens Two Person Keelboat,NoMedal
5700,Polina Hryhorivna Astakhova,F,20.0,166.0,56.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Womens Team AllAround,Gold
40662,Ella Gjmle Berg,F,26.0,172.0,61.0,Norway,NOR,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Womens Team Sprint,NoMedal
69746,Rico Lieder,M,24.0,186.0,67.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Mens 4 x 400 metres Relay,NoMedal
17253,Florent Marie Joseph Caers,M,23.0,175.0,70.0,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Mens Coxless Fours,NoMedal
125959,Felix Verdejo Snchez,M,19.0,175.0,70.0,Puerto Rico,PUR,2012 Summer,2012,Summer,London,Boxing,Boxing Mens Lightweight,NoMedal
9634,Earl Holmes Bell,M,33.0,191.0,77.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Mens Pole Vault,NoMedal
97887,Ren Paul Martial Queyroux,M,28.0,175.0,70.0,France,FRA,1956 Summer,1956,Summer,Melbourne,Fencing,Fencing Mens epee Individual,NoMedal
131678,Gustaf Caesar Laurentius Wretman,M,19.0,174.0,80.0,Sweden,SWE,1908 Summer,1908,Summer,London,Swimming,Swimming Mens 4 x 200 metres Freestyle Relay,NoMedal
59716,Gnter Kilian,M,18.0,191.0,96.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Water Polo,Water Polo Mens Water Polo,NoMedal
27919,Tetiana Mykolavna Deviatova Kostitsyna,F,20.0,166.0,61.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Womens 200 metres Butterfly,NoMedal
40233,lvaro Gijn de la Granja,M,21.0,172.0,65.0,Spain,ESP,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Mens 50 kilometres,NoMedal
5612,Ben Askren,M,24.0,180.0,74.0,United States,USA,2008 Summer,2008,Summer,Beijing,Wrestling,Wrestling Mens Middleweight Freestyle,NoMedal
49436,Kenneth Inge Holm Eriksson,M,22.0,175.0,73.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Mixed Mens Doubles,NoMedal
58529,Tore Bertil Gottfrid Keller,M,19.0,175.0,70.0,Sweden,SWE,1924 Summer,1924,Summer,Paris,Football,Football Mens Football,Bronze
90332,Agnese Ozolia,F,16.0,176.0,69.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Womens 50 metres Freestyle,NoMedal
53944,Rachel Jarry,F,24.0,186.0,77.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Womens Basketball,NoMedal
82414,Charles Moses,M,30.0,189.0,72.0,Ghana,GHA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Mens 400 metres,NoMedal
10230,Neisser Santiago Bent Vzquez,M,19.0,170.0,67.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Mens 200 metres Backstroke,NoMedal
42679,Fiona Margret Greenham,F,24.0,176.0,68.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Womens Hockey,NoMedal
84399,Mihovil NakiVojnovi,M,28.0,204.0,95.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Mens Basketball,Bronze
16956,Tyler Barbour Butterfield,M,29.0,182.0,72.0,Bermuda,BER,2012 Summer,2012,Summer,London,Triathlon,Triathlon Mens Olympic Distance,NoMedal
53156,Grace JacksonSmall,F,27.0,178.0,61.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Womens 200 metres,Silver
9024,Alfred Ernest Beamish,M,40.0,175.0,70.0,Great Britain-1,GBR,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Mens Doubles,NoMedal
22057,Fernando Climent Huerta,M,33.0,179.0,72.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Mens Coxless Fours,NoMedal
98030,Josef Rabas,M,24.0,175.0,70.0,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Equestrianism,Equestrianism Mens Jumping Team,NoMedal
102778,Ginette Rossini Mackel,F,24.0,160.0,57.0,Luxembourg,LUX,1964 Summer,1964,Summer,Tokyo,Fencing,Fencing Womens Foil Individual,NoMedal
131526,Portia Woodman,F,25.0,169.0,74.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Womens Rugby Sevens,Silver
11450,George Herman Bihlman,M,25.0,183.0,98.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Mens Shot Put,NoMedal
125032,riks Vanags,M,19.0,175.0,70.0,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Mens Shot Put,NoMedal
132915,Mikhail Viktorovich Yesin,M,24.0,179.0,60.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Ski Jumping,Ski Jumping Mens Large Hill Individual,NoMedal
83498,William Cecil Murless,M,41.0,175.0,70.0,South Africa,RSA,1952 Summer,1952,Summer,Helsinki,Shooting,Shooting Mens SmallBore Rifle Prone 50 metres,NoMedal
7536,Ondej Bank,M,21.0,175.0,85.0,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Mens Slalom,NoMedal
68496,Erkki Olavi Leimuvirta,M,20.0,178.0,67.5,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Mens Team AllAround,Bronze
6685,Cezar Alexandru Bdi,M,21.0,193.0,93.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Mens 200 metres Individual Medley,NoMedal
12401,Bettina Blumenberg Heinicke,F,25.0,168.0,58.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Womens Hockey,NoMedal
125248,Dezideriu Varga,M,28.0,178.0,80.0,Romania,ROU,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Mens Ice Hockey,NoMedal
134392,Yoko Karin Zetterlund Bush Hiroshi,F,23.0,180.0,65.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Womens Volleyball,Bronze
87551,Lacey Pearl Nymeyer John,F,22.0,175.0,66.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Womens 4 x 100 metres Freestyle Relay,Silver
135264,Mario Zorzi,M,22.0,167.0,70.0,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Shooting,Shooting Mens SmallBore Rifle Prone 50 metres,NoMedal
96403,Jan Marcus Posthuma,M,29.0,209.0,96.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Mens Volleyball,Silver
119615,Jrgen Wolfgang Theuerkauff,M,25.0,180.0,72.0,Germany,GER,1960 Summer,1960,Summer,Roma,Fencing,Fencing Mens Sabre Individual,NoMedal
82568,Khaled AlMouelhi,M,23.0,170.0,72.0,Tunisia,TUN,2004 Summer,2004,Summer,Athina,Football,Football Mens Football,NoMedal
127955,Karl Wahlmller,M,22.0,175.0,70.0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Football,Football Mens Football,Silver
14982,Robert Bretscher,M,19.0,174.0,71.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Mens Floor Exercise,NoMedal
13841,Jean Annabel Botham,F,17.0,175.0,70.0,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Womens 4 x 100 metres Freestyle Relay,NoMedal
35451,Marco A Fin,M,29.0,178.0,71.0,Guatemala,GUA,1976 Summer,1976,Summer,Montreal,Football,Football Mens Football,NoMedal
23511,Kurt Leonel da Rocha Couto,M,19.0,180.0,74.0,Mozambique,MOZ,2004 Summer,2004,Summer,Athina,Athletics,Athletics Mens 400 metres Hurdles,NoMedal
58588,Leonard Patrick Pat Kelly,M,31.0,180.0,79.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Mens 1500 metres,NoMedal
33963,Krista Fanedl,F,22.0,175.0,70.0,Yugoslavia,YUG,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Womens Downhill,NoMedal
112549,Ioan Gabor Snep,M,26.0,192.0,94.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Mens Coxless Fours,NoMedal
44558,Mmmdsalam Haciyev,M,24.0,178.0,77.0,Azerbaijan,AZE,1996 Summer,1996,Summer,Atlanta,Wrestling,Wrestling Mens Welterweight Freestyle,NoMedal
123993,Rbert Valek,M,27.0,174.0,60.0,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Mens 20 kilometres Walk,NoMedal
129955,Michael J Mike Wherley,M,32.0,200.0,97.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Mens Coxless Fours,NoMedal
67106,Iammogapi Launa,F,25.0,176.0,71.0,Papua New Guinea,PNG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Womens Heptathlon,NoMedal
115376,Petar Stoimenov,M,20.0,189.0,100.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Mens Heavyweight,NoMedal
60696,Mariya Yuryevna Kirilenko,F,25.0,174.0,60.0,Russia-1,RUS,2012 Summer,2012,Summer,London,Tennis,Tennis Womens Doubles,Bronze
98703,Beverly Sue Ramos,F,28.0,168.0,52.0,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens Marathon,NoMedal
77314,Eliza McCartney,F,19.0,179.0,66.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens Pole Vault,Bronze
62774,Jorma Juhani Korhonen,M,34.0,184.0,72.0,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Shooting,Shooting Mixed Skeet,NoMedal
54426,Ole Christian Hviid Jensen,M,23.0,185.0,75.0,Denmark,DEN,1956 Summer,1956,Summer,Melbourne,Shooting,Shooting Mens SmallBore Rifle Three Positions 50 metres,NoMedal
64692,Sebastian Sebu Kuhlberg,M,24.0,175.0,74.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Mens Halfpipe,NoMedal
47852,Reinfried Herbst,M,31.0,182.0,84.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Mens Slalom,NoMedal
94056,Mary Petrie Fraser,F,20.0,166.0,50.0,Canada-2,CAN,1972 Winter,1972,Winter,Sapporo,Figure Skating,Figure Skating Mixed Pairs,NoMedal
112428,Trygve Smith,M,31.0,175.0,70.0,Norway-3,NOR,1912 Summer,1912,Summer,Stockholm,Tennis,Tennis Mens Doubles,NoMedal
434,David Abibssira,M,21.0,179.0,63.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mens Running Target 50 metres,NoMedal
69825,Manne Matti Liimatainen,M,28.0,169.0,64.0,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Mens 15 kilometres,NoMedal
16531,Peter Burger,M,33.0,176.0,66.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Mens Individual,NoMedal
103195,Karine Rubini,F,21.0,156.0,50.0,France,FRA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,Short Track Speed Skating Womens 3000 metres Relay,NoMedal
106464,Liliana Scaricabarozzi,F,17.0,175.0,70.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Womens Balance Beam,NoMedal
72368,Oksana Luneva,F,25.0,173.0,58.0,Kyrgyzstan,KGZ,2004 Summer,2004,Summer,Athina,Athletics,Athletics Womens 400 metres,NoMedal
117381,Sndor Szalay,M,38.0,175.0,70.0,Hungary-2,HUN,1932 Winter,1932,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,NoMedal
14384,Karsten Konrad Wilhelm Boysen Halblaub,M,26.0,186.0,85.0,Venezuela,VEN,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed One Person Dinghy,NoMedal
14962,Martin Brerton,M,19.0,178.0,64.0,Ireland,IRL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Mens LightWelterweight,NoMedal
71914,Lu Li,F,15.0,136.0,30.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Womens Uneven Bars,Gold
28862,Khdafi Djelkhir,M,20.0,164.0,57.0,France,FRA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Mens Featherweight,NoMedal
45994,Gary Lee Hardinges,M,30.0,173.0,73.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Mens Individual,NoMedal
65226,Walter Kusch,M,22.0,182.0,70.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Mens 200 metres Breaststroke,NoMedal
44570,Nicole Leanne Hackett,F,21.0,167.0,55.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Womens Olympic Distance,NoMedal
14170,Michel Boutard,M,24.0,169.0,59.0,France,FRA,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Mens Horse Vault,NoMedal
77592,Yvonne McGregor,F,35.0,165.0,56.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Womens Individual Pursuit 3000 metres,NoMedal
86097,Tuomas Matti Samuel Nieminen,M,28.0,186.0,81.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Mens 500 metres,NoMedal
76457,Marek Matiako,M,28.0,172.0,62.0,Slovakia,SVK,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Mens 15 kilometres Mass Start,NoMedal
33528,Dernell E Every,M,41.0,175.0,70.0,United States,USA,1948 Summer,1948,Summer,London,Fencing,Fencing Mens Foil Team,NoMedal
114321,Richard Courtney Stanhope,M,31.0,189.0,84.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Mens Coxed Eights,NoMedal
20788,Marcos Chinea Campos,M,21.0,168.0,60.0,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Mens Lightweight,NoMedal
47735,Dalia Henry Hernndez,F,27.0,181.0,72.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Womens Basketball,NoMedal
50292,Venla Hovi,F,22.0,169.0,63.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Womens Ice Hockey,Bronze
23040,Kevin Cordes,M,22.0,196.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 100 metres Breaststroke,NoMedal
105683,Allah Saoudi,M,24.0,172.0,63.0,Morocco,MAR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Mens Marathon,NoMedal
72646,Jakob Marcus Jensen Lyng,M,45.0,175.0,70.0,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Fencing,Fencing Mens Sabre Team,NoMedal
100942,Pandelela Rinong anak Pamg,F,19.0,159.0,55.0,Malaysia,MAS,2012 Summer,2012,Summer,London,Diving,Diving Womens Synchronized Springboard,NoMedal
69950,Marianne Louise Limpert,F,19.0,180.0,64.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Womens 4 x 100 metres Freestyle Relay,NoMedal
122864,Hiram Edwin Tuttle,M,49.0,175.0,70.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,Equestrianism Mens Dressage Individual,Bronze
46540,Christopher Scott Chris Hastings,M,23.0,173.0,70.0,United States,USA,1988 Winter,1988,Winter,Calgary,Ski Jumping,Ski Jumping Mens Large Hill Individual,NoMedal
7460,Reneta Bancheva,F,23.0,175.0,70.0,Bulgaria,BUL,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Womens 5 kilometres,NoMedal
1109,Lavinia Agache Carney,F,16.0,148.0,40.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Womens Individual AllAround,NoMedal
123497,Gian Paolo Urlando,M,31.0,178.0,100.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Mens Hammer Throw,NoMedal
32463,Ellen Louise Elzerman,F,21.0,179.0,63.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Womens 200 metres Backstroke,NoMedal
117981,Hiroaki Takao,M,24.0,156.0,56.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Mens Bantamweight,NoMedal
